name,title,date,shade,rating,body
Covergirl: Clean Fresh Skin Milk Foundation,Was able to go 4 hours before my face looked shiny with this pressed powder,"January 4, 2021",,4,"I applied the pressed powder and my face looked a bit dry and you could see the powder sitting on the hairs on my face. After a little bit, I noticed that as my pores naturally created its own oils, that the powder slowly absorbed and it looked more natural after that. Took about 4 hours before my face looked a tad shiny and I had to blot. The medium shade was a good match for my skin tone but it was tad on the yellow side. A little of this powder goes a long way though. As I was trying to make sure I got good coverage, I went over a couple spots and this powder will build upon previous areas and when I wasn't careful about it, it would look a bit cakey."
Covergirl: Clean Fresh Skin Milk Foundation,Concealer that a thin layer covers well and remains lightweight! Cruelty Free!,"October 30, 2020",,5,"Packaging: The COVERGIRL Clean Fresh Hydrating Concealer, Medium Tan, 0.23 Fl Ounce, 370 Medium/Tan came in a padded bubble wrap shipping envelope that upon opening I found the tube of concealer.Details: The COVERGIRL Clean Fresh Hydrating 370 Medium Tan Concealer this is a concealer that actually works and all you need is a thin coat it applies easily has great coverage and doesn’t have that heavy gunked up feeling. This is a hydrating concealer that is infused with coconut milk and even better it does not contain formaldehyde, phthalates, parabens, sulfates, or talc. The other thing that my wife liked is that this is Leaping Bunny Certified so you know that it is certified by Cruelty Free International, meaning they are never tested on animals.Pros:Leaping Bunny Certified – Cruelty Free InternationalHydrating concealer infused with coconut milkNO - Formaldehyde, Phthalates. Parabens, Sulfates, or TalcCons:I did not have anything that stuck out as a negativeMarked as: Made in USA with Foreign PartsFull Disclosure: Please know that I received the COVERGIRL Clean Fresh Hydrating Concealer, Medium Tan, 0.23 Fl Ounce, 370 Medium/Tan as a no-cost evaluation sample, and as my name indicates I provide only my honest and unbiased opinion."
Covergirl: Clean Fresh Skin Milk Foundation,A nice basic powder,"September 30, 2020",,4,"I have tried some of the other CoverGirl powders, as well as other brands, and decided to give this a try. Here are my impressions:This went on as you'd expect a powder would and I was pleased that this had a mirror attached to it. Not all powders do and it's nice to have a mirror to look in as you're applying. It's relatively sheer but could cover blemishes and spots , as well as even out tone. I will warn you, however, that you will want to check your application as it's easy to accidentally put a bit too much on. That's pretty par for the course with powder, though. I also want to warn users that you will absolutely need to moisturize your face before using this. If you have any dry flakes on your face this will just enhance them. Again, that's kind of to be expected with powder but it's always good to remind people since it's easy to forget when you're on the go. One day there will be an easy, mess free way to have a bit of moisturizer/sunblock and a compact powder in one easy container. One day.Still, this is a pretty good product and one I absolutely see myself buying on my own in the future."
Covergirl: Clean Fresh Skin Milk Foundation,Cleaner ingredients and a cleaner fresher face!,"September 29, 2020",,5,"As my skin ages I find I am moving away from most powders as they tend to settle in my wrinkles and dry cheek patches, but with an oily t-zone, I feel I need something to absorb oil and keep my face looking fresh. This Covergirl Clean Fresh Pressed Powder fills that need for me. I am happy with the lack of parabens and talc, it's nice to see a mainstream makeup company make the move to better ingredients. The tapioca absorbs oil in my t-zone, while the aloe keeps my cheeks from getting flaky. I wore the powder all day, it stayed nice and did not break down or settle in my creases and my face still looked clean and fresh at the end of the day. All in all, I am pleased."
Covergirl: Clean Fresh Skin Milk Foundation,"Buildable lightweight coverage, non-drying, but smells funky. Good for sensitive dry skin","June 25, 2020",580 Tan,4,"I like this Covergirl Skin Milk, but it’s not my go to. I use the Tan on my pale face for a temporary fake bake glow that looks natural and dewy but not greasy. Great for sensitive, oily, and -especially- dry skin. VERY light coverage but can build up to almost medium. Non-drying, even on my super dry patches it doesn’t cake.The formula has a chalky feel though and, while it IS moisturizing, I’d still recommend a more moisturizing primer/lotion for very dry skin. Doesn’t last long and transfers rather easy on its own. It also smells terrible! I can’t describe it but it isn’t pleasant. Almost like chalk, which is how it feels on your fingers. Be careful pressing the tube, too much goo will come out too fast.It does blurs imperfections and pores and covers blemishes fairly well. In my photos I built it up on a super bright weird red spot that’s always been on my hand. Doesn’t look like much, but on “regular” less bright, red shaded or discolored areas it should cover better.If you don’t like wearing or looking like you wear a ton of makeup this is great for a quick cover to give your face nice glistening color. Perfect for wearing over another favorite foundation that may be too matte, or use to contour. I recommend giving it a try."
Covergirl: Clean Fresh Skin Milk Foundation,Take Care of Your Skin with Covergirl,"December 9, 2019",510 Porcelain,4,"Skin care is important for everyone, but women seem to get involved in the skin care routine more than men. Manufacturers have responded with an abundance of skin care products and Covergirl is one of the best-known names for skin care and cosmetics. Given Covergirl’s penchant for quality, I had no problem giving Covergirl Clean Fresh Skin Milk a try.My wife took to this product quickly. She says it provides good coverage. She likes the hydrating qualities and the luminous aspects. She says it works as expected and confirms her longstanding confidence in this brand. Just a small amount is all it takes and the results are quickly noticeable, both to the eyes and to the touch.This product is meant as a liquid foundation and my wife says that the best way to use it is to apply it to the darker areas of your skin first, allowing it to bake- so to speak- before then applying it all over. She says this provides the best results and the most even skin tone overall.Skin care is important and Covergirl Clean Fresh Skin Milk is a good means to soft, moisturized, clearer skin. It’s another good product from one of the most trusted names in skin care and one that earns an easy recommendation."
Covergirl: Clean Fresh Skin Milk Foundation,"Buildable, thin classic style foundation. Free from some nasty chemicals.","December 5, 2019",540 Light,5,"I really like this- working into my new everyday routine- but not a best ever type of a reaction. I’m in between on if I would repurchase once it’s used up.This is an easy to apply product that I’m mostly using as a go to to just smear a little all over face and go.It has a slightly watery and opaque look and feel of a standard, classic face foundation. I was surprised by this because they made it sound like more of a bb cream with all of the “skin milk”, coconut milk, and aloe references. I was expecting something thicker from the description. I didn’t notice or feel any difference in my skin hydration feel from this product. In fact it looked a little dry when on, like I should have used this along with some thicker and dewy tinted moisturizer. I think that it’s good as a buildable face product in that I’m going to use with a combination of face products until I get the hydration and coverage I want.I have a pale but slightly ruddy complexion and I liked the way this smoothed out the look of my face pretty well with just one layer.I love that it’s free from parabens (good if you are pregnant) and a bunch of other nasty stuff nobody wants in their makeup. So happy to see cover girl embrace the cleaner makeup trend and make the labels clear on what’s not in it in case you are scanning for things like parabens in your stuff and want to know if it’s free from it.Overall I’d recommend it."
Covergirl: Clean Fresh Skin Milk Foundation,Work on your shade selection,"April 16, 2020",590 Tan/Rich,3,"It's crazy to see that a brand that used to have Queen Latifah's ahead-of-its-time inclusive line has such a poor range years later. Black skin colors are far too complex for such limits. The shade I got is not quite right in undertone OR overtone but was the closest in the range; the next shade up is actually lighter in tone and the shade after that looks like a cocoa brown when I'm a golden tanned olive. The shade I got makes my face look a little ashy; it's one of those shades I would describe as ""eh, I can work with it"".As for the performance after tweaking it with other products, it works well as a light foundation with a blurring effect. I have oily skin but didn't need to set it. It didn't crease or separate on my face. I wish it was transfer resistant, and I feel like it should have spf but it's a nice option for those who want a light foundation with no spf.If you can find your shade, I'd give it a try."
Covergirl: Clean Fresh Skin Milk Foundation,Covergirl Clean Fresh Skin Milk-Shade Medium Tan- Healthy looking skin with a dewy finish,"January 14, 2020",570 Medium/Tan,4,"I am passionate about skincare and wear foundation daily.  I ordered Covergirl Clean Fresh Skin Milk in the shade Medium/Tan. I usually wear natural, medium, or neutral foundations.  I have been told by makeup professionals that my skin color is very versatile and that these shades work best.  If I am tan I usually wear something just a touch darker.  I wear a sunless tanner on my body frequently.  I found that this shade blends well with my skin.  It does have a dewy finish that feels like I recently put cream on my face. I find that it works best without finishing powder or just very lightly dusted. This is a nice choice for someone looking for balanced coverage and hydration.  I have not found granules in this foundation. This foundation is returnable.  It repels water and does not rinse off with just water easily. This foundation does not have an SPF which is really important to me in a foundation.  I always apply an SPF under my foundation but also appreciate it when it is built-in. It would also be nice if it had a hint of illumination. I do like this foundation and would order again.Pros-Dewy and hydrated feelingEasy to blendHas not been cakey or flakeyIt makes my skin look naturally balanced and healthyIt feels really niceCons-Lacks an SPF1 fluid oz- I like a larger foundation size"
Covergirl: Clean Fresh Skin Milk Foundation,Natural coverage,"August 2, 2020",610 Rich/Deep,5,"Got this because I wanted to try a new foundation that didn’t look cakey. This is absolutely beautiful. The consistency is on the water side, it’s not thick at all. The scent is fresh. The amount is 1 oz and will last a long time for me because I use foundation on special occasions, not everyday wear.The coverage is wonderful. I squeezed the product directly on my skin and blended it out with a wet sponge. It did not take a lot of product at all to cover my entire face. As you can see, the finished product is a dewy look which is what I’ve been looking for.This is great for older women who still want coverage for age spots and blemishes but still want to look natural. I set this foundation with powder and for the entire face my foundation stayed in place. Been using it since and am in love.For the price, I definitely recommend this because it exceeded my expectations. Definitely a quality product!! Will be buying more when I run out!"
Covergirl: Clean Fresh Skin Milk Foundation,"Feels light, provides nice coverage with good oil control.","October 2, 2020",,4,Covergirl clean fresh pressed powder works beautifully ☺️ I really love that this powder is talc free. I also love that it feels light but provides nice coverage and good oil control without feeling cakey. The color is true to what you would normally buy. I've been using a different brand of pressed powder but I ordered the same shade number/name as I have with them and It was perfect. The foam puff for application is a little thin but works remarkably well. It stores on top of the powder between the pressed powder and the lid. My previous container had a separate hinged bottom that stored the sponge but it also makes the compact thicker And I really like the slimmer design of this compact which also has mirror in the lid.  I believe I may have found a new favorite powder!
Covergirl: Clean Fresh Skin Milk Foundation,Good Lightweight Foundation - Average Drugstore Quality,"January 1, 2020",560 Medium,3,"The Covergirl Clean Fresh Skin Milk Foundation is a good average quality drugstore foundation.  This foundation offers lightweight coverage and is suitable for all skin types.  I have combination skin and the foundation went on smoothly, helped lightly even out my skin tone without caking on, and hid lighter blemishes just fine.  I did need to use this foundation with a primer as it did seem to sink into winkles when used solo.  While the foundation worked well for short term use, I found that the foundation wore out by the end of the day.  The staying power of the foundation isn’t all that good, and there are comparable foundations that cost just as much but lasted much longer.  Overall, this is a decent foundation to use if you’re looking for light coverage, but there are other options out there that last a lot longer."
Covergirl: Clean Fresh Skin Milk Foundation,Sheer but chalky,"July 30, 2020",620 Deep,3,"I'm a brand loyalist but decided to step outside of my comfort zone and try something different as I needed a lightweight foundation. This product seemed to offer everything that I was looking for and more. I decided to wear it to a recent trip to an amusement park. What I loved was his light it is. It's light enough not to clog your pores but enough coverage to see that there is something on your face. You can definitely pull off the no makeup-makeup look. What I didn't like is how it left my face feeling and looking chalky. In quite a few photos, close up photos, it's  pretty noticeable but in pictures taken further away, you can't tell. If I can figure out what's causing the chalk look and resolve that issue, this will be my be everyday foundation used."
Covergirl: Clean Fresh Skin Milk Foundation,BETTER THAN EXPECTED!,"December 29, 2019",580 Tan,5,"Received through Vine for an honest review.  I am surprised this is Cover Girl.  It's made more like Neutrogena.  It's lightweight and goes on so smoothly and blends VERY WELL! The smell has a nice clean smell.  I prefer a powder foundation but this goes on so well, evenly and easy to work with.  Works VERY well with other brand blushes, shadows, etc., not all mix.  Cover Girl has come a long way since I used it in high school.  Doesn't oxidize or turn orangish.  It's just really nice foundation with nice coverage.  I would most likely purchase this in a bind if I couldn't find my powder foundation. That's saying a lot!"
Covergirl: Clean Fresh Skin Milk Foundation,3-1/2 Stars. OK Formula. Horrible Puff,"September 30, 2020",,4,"This review is for the Clean Fresh Pressed Powder Compact.The compact is a standard size compact with a flip top lid. The puff is a foam puff that is hard to grip and hard to smooth over one's face.The powder is translucent and is easy to apply. The powder doesn't seem to end up congregating in fine wrinkles.  The powder formula contains both drying and some moisture retention ingredients, but not super moisturizing ingredients like shea butter or coconut oil, so for me, great for the T zone, but I need additional moisturizer prior to applying this powder.Note that this powder also contains Titanium Dioxide, an ingredient that could make your face look whiter in pictures taken with a flash."
Covergirl: Clean Fresh Skin Milk Foundation,Very light coverage with a dewy finish,"December 11, 2019",530 Fair/Light,5,"This claims to be for light coverage, and it certainly is.  It smooths on nicely without creating a fake or heavy look at all. I would say the effect is ""dewy"" (for lack of a better word) because my nose was actually shiny after putting it on. If you want to get rid of any shine, you'll need to apply powder after this. It provides a measure of smoothness without completely evening out skin tone. You could still see the ruddiness of my cheeks after I put this on, but it did cover up my one age spot.  I think this is a little bit lighter than I need at age 47, but a younger person who just wants a little bit of even color (without creating a flawless but heavier base) might really like this.  I thought the chart for choosing the correct color really worked, because the color I selected works perfectly for me."
Covergirl: Clean Fresh Skin Milk Foundation,Might be better for normal-oily skin.,"October 6, 2020",,3,"If you have normal skin you might give this 4 stars. I unfortunately have very dry skin and dry patches. There hasn't been a single concealer that I've tested that worked for me. It always settles in my fine lines and patches no matter how much I moisturize beforehand.But I should say that this didn't settle TOO much. It wasn't perfect but it was acceptable. The coverage is good, it was able to hide old scars and pigmentation on my face.This is just my opinion because my skin is very different. But if you have normal skin and you don't have any issues with concealer this will work great for you because the ingredients seem clean and it does do the job well."
Covergirl: Clean Fresh Skin Milk Foundation,It's ok,"October 28, 2020",,3,"Covergirl is typically my favorite when it comes to concealer, I've bought the high end department store types, and the bargain drugstore types, but I always return to my covergirl concealer. Except this one. Maybe I got a bad tube, but the formula is almost pasty, it doesn't blend very well, and I have to start with very light dots, blend, light dots, blend, etc. until I get the coverage I need. I'm used to dabbing a bit on, blending, being done. As someone who hits a snooze button twelve times and then hauls through a morning routing, I don't have time for this one. I'll be going back to my regular tube. That said, if you have the time and want buildable coverage, this could be for you."
Covergirl: Clean Fresh Skin Milk Foundation,Light coverage. Cruelty free!,"January 6, 2020",550 Light/Medium,4,"First and foremost cruelty free which is a huge plus in my book. Along with being cruelty free it’s 100% vegan! You have to be aware of what you’re putting on your face and knowing this is vegan and cruelty free is amazing.The coverage is very light. I personally don’t need heavy coverage but I almost felt at times it was too light (hence one star off). It is described as light and I almost feel it’s like a CC cream. Just adds a little tint to help blend unevenness and moisturize. I also feel the product could have had some spf to make it even better... but also a lot of spf contains non vegan ingredients so that’s hard to do.Overall it’s a good lightly tinted moisturizer. Good for those who don’t need a lot, but like a good price and clean product!"
Covergirl: Clean Fresh Skin Milk Foundation,Lighter than the foundation,"September 19, 2020",,5,"I've never tried concealer before and wasn't sure the difference between the concealer and foundation. I learned concealer should be applied before foundation. I don't really want to spend too much time applying each product, so I want to pick one.Foundation to me is a little bit too thick. I tried the concealer and I prefer the lighter feeling on my face. The color first appeared a little bit more orange than my skin tone, but eventually it blends in well. The concealer removes some fine lines, but it looks so much more natural than the foundation, which makes me look so fake.  THe concealer does not dry my skin. It feels comfortable and light all day. Totally love it!"
Covergirl: Clean Fresh Skin Milk Foundation,love the finish!,"January 5, 2020",580 Tan,5,"i usually don't like how my skin looks with foundation because i have huge pores, liquid full coverage foundations makes me look like a cakey mess. it looks horrible!this is a good one for me. it is not full coverage, light to medium, more on light coverage which makes it look natural on the skin. it doesn't emphasize my pores or my smile lines. i don't mind the light coverage because it evens out my skin tone. it is super light weight, i don't feel like i have anything on and i don't feel sticky.it is runny in consistency and it has a certain smell that reminds of something that didn't dry too well -- very faint stinky smell to me. but it goes away. i don't powder too much because i am liking the dewy look."
Covergirl: Clean Fresh Skin Milk Foundation,Not for me,"October 10, 2020",,3,"I like the applicator for this concealer. The wand is just the right length. Not too long (where you lose control) but not too short either, It has a nice divot end to it. There is no discernible scent. I have extremely sensitive facial skin and this product gave me no problems. These are the positives.I used this for dark circles under my eyes (I currently use another brand). While I prefer the applicator on this product, the concealer itself did not work for me. It has a slight shine to it which just looks weird under the eyes. I don't want to draw attention to that area, that's the point!"
Covergirl: Clean Fresh Skin Milk Foundation,Incredibly misleading name regarding shade,"December 22, 2019",530 Fair/Light,3,"You would think ""Fresh Skin Milk Fair/Light"" would be a milk-white color for poor saps like me who are so pale that their wrists literally reflect sunlight onto the roof of their car while driving (true story). But no. You would also think Fair/Light implies a pale, warm color. Again, no.This is actually more of a Fair/Medium. I made my mom try it, who is about three shades darker than me, and it was perfect on her, whereas on me, it had a yellowish/orange undertone that looked horrible with my pink skintone and was much too dark. It feels very nice on and I'm sure it's a great product, but this is nowhere near as light as you would think it would be, and that's very important to know when shopping online."
Covergirl: Clean Fresh Skin Milk Foundation,Using for contour @69 :),"February 7, 2021",,5,"Even at 69 we still care about creating contoured face :).  I like this brand for so many reasons..No animal testing, no un necessary additions that are detrimental to my skin, environment.. Now, I got a darker color because I wanted a good contrast that I could blend in and this is perfect.  The powder it's self is tightly compressed and you only need very very little to create a contrast.  Blends really well, just being careful with amount adding just the very edge of sponge to powder & then blend.  This is silky like it has moistness in it, love it"
Covergirl: Clean Fresh Skin Milk Foundation,"Very lightweight, light coverage foundation","January 13, 2020",530 Fair/Light,4,"This I would consider more to be a tinted moisturizer than a full foundation. It doesn't have any SPF in it, so people who are sensitive to that might want to try this. If you need more coverage, you might need a primer that provides that or have a good concealer since this gives you very little coverage. I wasn't able to conceal any of my dark circles under my eyes or my acne redness. This was able to cover my pores a bit.The scent is a sweet, coconut cookie sort of scent which isn't too overwhelming.Overall, this is a nice lightweight foundation without SPF offering light coverage and a dewy finish."
Covergirl: Clean Fresh Skin Milk Foundation,Not for me.,"September 30, 2020",,3,"I have used pressed powders before and I've had this happen on occasion. This gives my medium brown complexion a dusty, chalky look. It stood out in my pores, making them look more than obvious. If I do use it, I have to pat and pat and pat it down with a tissue or something afterwards. That's why I have it three stars, because once I tame the ghostly look my skin looks like free and filtered. But you really shouldn't have to go through all that, I don't think. If you find a shade good for your complexion, you might love it."
Covergirl: Clean Fresh Skin Milk Foundation,"Are you looking for dewy, light coverage?","December 2, 2019",540 Light,5,"Purchased in 540 light.This product is vegan, light coverage that leaves skin with a dewy glow that is not sparkly.There is zero glitter in this product.  It blends easily and the “dewy” aspect is muted and very pretty.It’s not thick, a light lotion consistency that your skin will easily absorb without feeling greasy at all.That being said, the coverage is pretty sheer as well, so it’s perfect for people who do not want a heavy look.This color, 540 light, blends into my fair-neutral skin perfectly.  It has a neutral base that is neither warm nor cool—perfect match on me. (Blonde hair green eyes)Happy with this product, just wish it came in a bigger tube. :)"
Covergirl: Clean Fresh Skin Milk Foundation,Love this! So soft and pretty!,"August 2, 2020",620 Deep,5,"In the photo, I’m wearing this foundation just on my cheek and as you can see, my skin looks mice and smooth but the color blend is PERFECT. It doesn’t even feel like I have anything on, which is a huuuge thing for me. I can’t stand foundation normally, because it just feels like a layer on my face, but this literally just feels like a moisturizer and it leaves such a soft and beautiful look to the skin! This is perfect for summer for when I want to wear a little makeup, and have a more refined look."
Covergirl: Clean Fresh Skin Milk Foundation,Good,"March 7, 2020",510 Porcelain,4,"I'm super picky about foundation and can't stand anything heavy on my face. I typically wear UD Naked Skin, for reference. This is a great substitute foundation for basic wear, though. It's creamy and applies very easily, and doesn't irritate my sensitive skin. If I'm being picky, I'd say I'm not a huge fan of the smell when I first apply it, but it doesn't last long. Overall, this is a great basic foundation. Try it!"
Covergirl: Clean Fresh Skin Milk Foundation,Better than expected!,"April 15, 2020",610 Rich/Deep,4,I received this item through the Amazon Vine program in exchange for an honest review.I will post pictures when the feature is open again.This was a bit dark for my current face skin tone - I don't do a lot of online ordering of makeup so matching tone is hard. But I'm happy with the coverage!It's very dewy and goes on easily. It leaves my skin not feeling dried out. It also seems fairly easy to blend! It leaves my skin feeling fresh and has nice low lights to it.
Covergirl: Clean Fresh Skin Milk Foundation,Tinted Moisturizer,"December 5, 2019",550 Light/Medium,4,"The packaging on this says foundation on the back, but really what this is is a tinted moisturizer. It does not cover anything, it did help even out the redness in my skin tone just a little.That being said- I absolutely love it as a lightweight tinted moisturizer. It doesn’t look like I’m wearing any makeup at all. It doesn’t feel like I’m wearing any makeup at all. There is a light scent that goes away after awhile.  It keeps my skin soft and does not seem to be clogging my pores at all. I have been using it daily since I received it."
Covergirl: Clean Fresh Skin Milk Foundation,Nice coverage and helps reduce shine,"September 16, 2020",,5,"Overall I am happy with this product. It has a nice coverage, doesn’t feel heavy on my skin and in a pinch helps to reduce shine on my face without making me look like a ghost. Perfect for last minute touch ups before a zoom call or just a half way through the day type thing. I keep mine on my desk so it’s readily available when I need it.Only thing I don’t love is the applicator itself. Just isn’t as high a quality as I’m used to but it works fine."
Covergirl: Clean Fresh Skin Milk Foundation,I use it on my cheeks,"December 12, 2019",600 Rich,5,"My skin is a light color and is very dry. I use this COVERGIRL Clean Fresh Skin Milk on my cheeks after I've applied my lighter-colored foundation and before I add any blush. This skin milk is so moisturizing it gives my cheeks the extra dose of moisture they need. I would've thought the color ""Rich"" would be too dark, but because it applies so sheer, it is great to add a wash of smooth color to my cheeks. If I wanted more color density, I could apply a second layer, but that's not what I want. I am thrilled with this terrific ""Milk."""
Covergirl: Clean Fresh Skin Milk Foundation,"Sheer, Yet Complete Coverage of Dark Circles ...","October 1, 2020",,5,"I love ""COVERGIRL Clean Fresh Hydrating Concealer, Fair"" for its ability to hide those under-eye circles and for its sheer, but complete coverage.  I wear a porcelain foundation, so chose the ""Fair"" color of this concealer.  Used alone, the color was a bit too light, but with a full ""face"", the color was perfect.  If you plan to wear this concealer without other foundation, I recommend choosing a slightly darker color than you think you need."
Covergirl: Clean Fresh Skin Milk Foundation,Very sheer,"October 11, 2020",,3,"This concealer was a bit of a disappointment. It doesn’t go on smoothly and it’s way too sheer to be concealer.I tried using it with primer and without, but it just didn’t work well. It’s almost like it didn’t want to stick to my skin. It just slid around and did,t cover anything.I guess if you’re looking for minimal coverage with your makeup and don’t really need to conceal anything, then this would be your product."
Covergirl: Clean Fresh Skin Milk Foundation,Nice lightweight and moisturizing make-up,"December 27, 2019",550 Light/Medium,5,"This liquid make-up is for very light coverage, which I like because I don't like to wear a ton of make-up. If you need heavier coverage, this is not for you. However, I recommend this if you don't mind applying a couple of coats. It really evens out skin tone nicely and feels really nice on the skin as it has moisturizing qualities and leaves your skin feeling refreshed after application. It goes on smoothly with a sponge applicator. Even with two coats on, it still feels very lightweight and comfortable."
Covergirl: Clean Fresh Skin Milk Foundation,Great under eye coverage Cruelty Free,"October 1, 2020",,5,"Ever since Cover Girl announced that it no longer tests its products on animals, I have become a big fan. This under eye concealer is liquid and comes in a tube with a sponges applicator. I apply a few dots and then spread it under my eyes with my fingertip. It gets rid of any dark circles or under-eye discoloration. It lasts all day. I don't wear foundation so this is a perfect fit for my makeup routine. I use the fair to light shade and it is a perfect match to my skin."
Covergirl: Clean Fresh Skin Milk Foundation,Pretty Smooth Coverage . . . .,"December 17, 2019",580 Tan,4,"Tan, the color I received to test out, was way too dark for my skin; so, I mixed in some Olay Luminous Miracle Boost Concentrate; but even that couldn't lighten it up enough. Oh well. The foundation goes on smooth, although not as smooth as my regular foundation, but my regular one costs a whole lot more.  I may very well try out this foundation in a lighter shade in the future, because it's really not bad at all.  It's provides lightweight coverage, but not as lightweight as a BB cream. If it has a scent, I didn't detect it. I've used CC foundations on and off for decades."
Covergirl: Clean Fresh Skin Milk Foundation,Allergic reaction / rash,"November 5, 2020",550 Light/Medium,2,I really wanted to love this product.  I chose it in an effort to remove chemicals from my skincare products.  Unfortunately I had an allergic reaction to the skin milk foundation and the pressed powder.  Otherwise it felt ok on my skin and the coverage was average.  If it hadn't given me a rash I would have continued to use it.  I would love to know if this happened to anyone else and find out which ingredient to avoid in the future.
Covergirl: Clean Fresh Skin Milk Foundation,Very Light Coverage,"December 20, 2019",520 Fair,3,"This makeup provides very light coverage. As a person who is super pale, fair is a color that matched my skin tone quite well. This product is really moisturizing, however, I did put it on over moisturizer. It did not dry my skin out. I applied it using a beauty blender. I found that it goes on super light and so I had to put on about two layers to get full coverage and to blur out my imperfections. However, the coverage is lasting and it did say on all day through a day of work at the office."
Covergirl: Clean Fresh Skin Milk Foundation,call me crazy,"February 27, 2020",540 Light,5,"Call me crazy, but this is hands down the best foundation that I have ever used. When I tell you it STAYS on my face... its there. I can wear it all day, sleep in it, and still have to wash it off and it comes off on my washcloth the next day. It doesn't dry out my face but rather leaves an even skin tone. I am not a big makeup person. I love eye makeup, but I just do the rest because I have to. I use a basic primer and then this on top and it looks great and last all day. I absolutely love it and I will be buying this and keep it!"
Covergirl: Clean Fresh Skin Milk Foundation,Looks TOO light at first but good after blending,"December 13, 2019",520 Fair,4,"I decided to try this on my way out to an event. That was a bit dangerous! When I first started applying this, I was a bit horrified, because it looked SO light. I was worried I would look like a mime! I figured I'd have to remove and use another product. However, once I finished blending, it actually looked fine. I asked my critical husband and daughter and they both gave a thumbs up. The makeup was moisturizing and stayed on till I removed it. I would probably order a darker shade though."
Covergirl: Clean Fresh Skin Milk Foundation,A Little Goes a Long Way,"January 12, 2020",600 Rich,4,"The product applied smoothly and stayed on for a reasonable period of time.It didn't highlight lines that you're trying not to highlight.It was fairly moisturizing.I (middle years female) usually use Clinique Even Better Glow;  this product is comparable and less expensive.The color wasn't exactly spot on as tested (this was a review sample), so be sure to color match before ordering.The best part:  A little goes a long way."
Covergirl: Clean Fresh Skin Milk Foundation,Fantastic product! Really light nice coverage,"August 8, 2020",590 Tan/Rich,5,"I'm not really a make up person specially with wearing masks now with covid but I tried this and I love it . It's so light it feels like you not wearing anything. Nice medium coverage I would say,melts in skin. In the first pic,I put the foundation on one side of my face. And you can clearly see the difference.then I put an individual photo of each side.then the last pic is a few hours later. I have oily skin so I was oily. But overall I would use this everyday."
Covergirl: Clean Fresh Skin Milk Foundation,Nice coverage,"December 28, 2019",570 Medium/Tan,4,"This is a good liquid foundation. The coverage is good and still feels lightweight. I don't find it very moisturizing, but to each his own since there are so many skin types and needs! For me a good moisturizer and then applying makeup is just how it has to be. The ingredients that are missing are key - and something we should all demand. Still some room to clean up the listing a bit, but for a major brand that can be found in any store, this is a great start. Overall I am very pleased."
Covergirl: Clean Fresh Skin Milk Foundation,"Nice Coverage, but Not Long Lasting","September 19, 2020",,4,"This is a fairly decent concealer. It covers nicely, blends in well and is fairly thorough, so I’d consider it fairly okay overall. The main concern I have is that it doesn’t seem to last long. Definitely had it wear down much faster than most concealers than I’ve used in the past, so I’d recommend carrying it with you if you plan on a long day of wear. Other than that though, it’s certainly not bad!"
Covergirl: Clean Fresh Skin Milk Foundation,Feels so Good,"June 22, 2020",600 Rich,4,"I was a little concerned that the tube of Covergirl ""Rich"" color was going to be a too dark foundation for my face but I am happy to report that the foundation went on smoothly and blended into the color of my skin leaving a dewy texture. It did not look overly heavy - more like the color of my own skin with a shine on it. There is no odor and is easy to remove with a removable wipe.  There are many other shades to choose from."
Covergirl: Clean Fresh Skin Milk Foundation,Nice look,"September 19, 2020",,5,"Clean Fresh Powder from Covergirl goes on smoothly and looks completely natural.  Doesn't look like you have any make up on whatsoever.  I don't have oily skin, so I don't use powder to absorb oil, but to give a nice finish to my make up.  The compact is cute and pink, and has a mirror inside.  Comes with a soft puff to apply.  I really like it.  Comes in all different shades to suit your skin color."
Covergirl: Clean Fresh Skin Milk Foundation,"Excellent Coverage, Lightweight","December 8, 2019",560 Medium,5,The coverage of this is excellent.  It really hides the flaws without feeling heavy on your face. I also like that it doesn't settle in the creases.  I made sure I looked for that because that's something I have issues with.  It's more liquid that I expected.  I thought it would be a little more creamy.  It still goes on well and is soft on the skin.  I'm very happy with this and it exceeded my expectations.  I love that it has no smell and is not irritating to my extremely sensitive skin.
Covergirl: Clean Fresh Skin Milk Foundation,Good stuff,"September 26, 2020",,4,"I ordered this by mistake and was afraid that this would look white on my skin. Turns out that wasn't the case at all. This takes away the shine without caking or leaving a white cast. I have very oily skin and one application lasted over 4 hours. I am quite impressed with this. Also, I love the handy, trademark CoverGirl compact. Still the best one out there."
Covergirl: Clean Fresh Skin Milk Foundation,Great coverage!,"October 1, 2020",,5,"This concealer offers good coverage and the color matches my skin well. It has a wand that twist out easily  and, is easy to manuaver.  The makeup  blends nicely  and stays in place throughout  the day. I use this for my dark circles under my eyes, it definitely  makes me look less tired. This makeup caused my sensitive  skin no irritation  or discomfort and does what it's ment to do."
Covergirl: Clean Fresh Skin Milk Foundation,"No Harmful Ingredients, No Skin Irritation","February 8, 2020",590 Tan/Rich,4,"This Covergirl foundation blends in nicely on my skin, although it doesn't offer as much coverage as I prefer. The 590 color matched my skin tone well.  I found it a big plus that this product contains no harmful ingredients and has no nasty scent. My skin often breaks out when I use certain products, but this foundation doesn't irritate my skin at all. Very good product for the price."
